E[1] [eV],Im(eps)_nbnd_10,Im(eps)_nbnd_20,Im(eps)_nbnd_30,Im(eps)_nbnd_40,Im(eps)_nbnd_50,Im(eps)_nbnd_60,Im(eps)_nbnd_70,Im(eps)_nbnd_80
12.481200,1.72687600,1.72735500,1.72739400,1.72740300,1.72740600,1.72740800,1.72740900,1.72740800
12.518800,1.40221400,1.40269400,1.40273300,1.40274200,1.40274600,1.40274800,1.40274800,1.40274800
12.556390,1.23728400,1.23776600,1.23780500,1.23781500,1.23781800,1.23781900,1.23782000,1.23782000
12.593980,1.22728100,1.22776300,1.22780300,1.22781200,1.22781500,1.22781700,1.22781700,1.22781800
12.631580,1.35560000,1.35608300,1.35612300,1.35613300,1.35613600,1.35613700,1.35613800,1.35613800
12.669170,1.58214200,1.58262700,1.58266700,1.58267600,1.58268000,1.58268100,1.58268200,1.58268200
12.706770,1.81328100,1.81376800,1.81380900,1.81381700,1.81382100,1.81382300,1.81382300,1.81382300
12.744360,1.92251600,1.92300400,1.92304300,1.92305200,1.92305600,1.92305800,1.92305800,1.92305800
12.781950,1.80426700,1.80475600,1.80479600,1.80480500,1.80480800,1.80480900,1.80481100,1.80481100
12.819550,1.54374000,1.54423000,1.54427000,1.54427900,1.54428300,1.54428400,1.54428500,1.54428500
12.857140,1.31694400,1.31743600,1.31747600,1.31748500,1.31748800,1.31749000,1.31749000,1.31749000
12.894740,1.21449000,1.21498300,1.21502400,1.21503200,1.21503600,1.21503700,1.21503800,1.21503900
12.932330,1.25825700,1.25875200,1.25879100,1.25880100,1.25880400,1.25880600,1.25880700,1.25880700
12.969920,1.45671400,1.45721000,1.45725000,1.45725900,1.45726300,1.45726400,1.45726500,1.45726600
13.007520,1.77321100,1.77370800,1.77374800,1.77375700,1.77376100,1.77376200,1.77376300,1.77376300
13.045110,2.00324700,2.00374600,2.00378500,2.00379400,2.00379800,2.00379900,2.00380000,2.00379900
13.082710,1.88800800,1.88850900,1.88854900,1.88855800,1.88856100,1.88856200,1.88856300,1.88856200
13.120300,1.55320900,1.55371100,1.55375000,1.55375900,1.55376300,1.55376400,1.55376400,1.55376500
13.157890,1.27608100,1.27658400,1.27662500,1.27663300,1.27663700,1.27663800,1.27663900,1.27663900
13.195490,1.14899800,1.14950300,1.14954400,1.14955200,1.14955600,1.14955700,1.14955800,1.14955800
13.233080,1.15383900,1.15434600,1.15438600,1.15439600,1.15439900,1.15440000,1.15440100,1.15440100
13.270670,1.20406000,1.20456800,1.20460900,1.20461800,1.20462100,1.20462200,1.20462300,1.20462400
13.308270,1.16679200,1.16730100,1.16734200,1.16735100,1.16735400,1.16735600,1.16735700,1.16735700
13.345860,1.04679700,1.04730800,1.04734800,1.04735800,1.04736100,1.04736200,1.04736300,1.04736400
13.383460,0.94983000,0.95034300,0.95038300,0.95039200,0.95039600,0.95039800,0.95039800,0.95039900
13.421050,0.89812000,0.89863400,0.89867500,0.89868400,0.89868700,0.89868900,0.89869000,0.89869000
13.458640,0.83461700,0.83513300,0.83517300,0.83518300,0.83518600,0.83518700,0.83518800,0.83518900
13.496240,0.74187700,0.74239500,0.74243500,0.74244400,0.74244800,0.74245000,0.74245000,0.74245100
13.533830,0.65921400,0.65973300,0.65977300,0.65978200,0.65978600,0.65978700,0.65978800,0.65978800
13.571430,0.60121600,0.60173700,0.60177800,0.60178700,0.60179000,0.60179200,0.60179200,0.60179300
13.609020,0.57648800,0.57701000,0.57705000,0.57705900,0.57706300,0.57706500,0.57706500,0.57706600
13.646620,0.59630300,0.59682700,0.59686700,0.59687600,0.59688000,0.59688200,0.59688200,0.59688300
13.684210,0.67133500,0.67186000,0.67190100,0.67191000,0.67191300,0.67191500,0.67191500,0.67191600
13.721800,0.81487300,0.81540000,0.81544100,0.81545000,0.81545300,0.81545500,0.81545500,0.81545600
13.759400,1.02741500,1.02794300,1.02798400,1.02799400,1.02799700,1.02799800,1.02799900,1.02799900
13.796990,1.25758800,1.25811800,1.25815800,1.25816800,1.25817100,1.25817300,1.25817300,1.25817300
13.834590,1.42259200,1.42312400,1.42316500,1.42317400,1.42317700,1.42317900,1.42317900,1.42317900
13.872180,1.46460000,1.46513300,1.46517400,1.46518300,1.46518600,1.46518700,1.46518800,1.46518800
13.909770,1.33807900,1.33861400,1.33865500,1.33866400,1.33866800,1.33866900,1.33867000,1.33867000
13.947370,1.13560100,1.13613800,1.13617900,1.13618800,1.13619200,1.13619300,1.13619400,1.13619400
13.984960,0.96682700,0.96736600,0.96740700,0.96741600,0.96742000,0.96742100,0.96742200,0.96742200
14.022560,0.82086100,0.82140100,0.82144200,0.82145100,0.82145500,0.82145600,0.82145700,0.82145800
14.060150,0.67561900,0.67616100,0.67620200,0.67621100,0.67621500,0.67621600,0.67621700,0.67621700
14.097740,0.55716200,0.55770600,0.55774700,0.55775700,0.55776000,0.55776200,0.55776200,0.55776300
14.135340,0.48317600,0.48372200,0.48376300,0.48377300,0.48377600,0.48377800,0.48377800,0.48377900
14.172930,0.44844500,0.44899300,0.44903400,0.44904300,0.44904700,0.44904800,0.44904900,0.44904900
14.210530,0.43709100,0.43764000,0.43768100,0.43769100,0.43769400,0.43769600,0.43769600,0.43769700
14.248120,0.42930200,0.42985300,0.42989400,0.42990400,0.42990700,0.42990900,0.42990900,0.42991000
14.285710,0.42542500,0.42597800,0.42601900,0.42602900,0.42603200,0.42603400,0.42603400,0.42603500
14.323310,0.44360200,0.44415700,0.44419900,0.44420800,0.44421100,0.44421300,0.44421400,0.44421400
14.360900,0.49851800,0.49907500,0.49911600,0.49912600,0.49912900,0.49913100,0.49913100,0.49913200
14.398490,0.60489900,0.60545800,0.60549900,0.60550800,0.60551100,0.60551300,0.60551400,0.60551400
14.436090,0.77936200,0.77992200,0.77996400,0.77997300,0.77997600,0.77997800,0.77997900,0.77997900
14.473680,1.01026300,1.01082500,1.01086600,1.01087500,1.01087800,1.01088100,1.01088100,1.01088200
14.511280,1.18182700,1.18239200,1.18243300,1.18244100,1.18244500,1.18244600,1.18244700,1.18244800
14.548870,1.12884700,1.12941400,1.12945400,1.12946300,1.12946600,1.12946800,1.12946900,1.12946900
14.586460,0.91676800,0.91733700,0.91737700,0.91738700,0.91739000,0.91739200,0.91739300,0.91739300
14.624060,0.72278100,0.72335200,0.72339300,0.72340200,0.72340600,0.72340700,0.72340800,0.72340800
14.661650,0.60154500,0.60211700,0.60215900,0.60216800,0.60217200,0.60217300,0.60217400,0.60217400
14.699250,0.53498600,0.53556000,0.53560200,0.53561100,0.53561500,0.53561700,0.53561700,0.53561800
14.736840,0.50683700,0.50741400,0.50745500,0.50746500,0.50746800,0.50746900,0.50747000,0.50747100
14.774440,0.52092500,0.52150300,0.52154500,0.52155500,0.52155800,0.52155900,0.52156000,0.52156100
14.812030,0.58153900,0.58211900,0.58216100,0.58217000,0.58217400,0.58217600,0.58217600,0.58217700
14.849620,0.67796900,0.67855200,0.67859400,0.67860300,0.67860600,0.67860700,0.67860900,0.67860900
14.887220,0.78699600,0.78758000,0.78762300,0.78763200,0.78763500,0.78763700,0.78763700,0.78763800
14.924810,0.86794900,0.86853500,0.86857700,0.86858700,0.86859000,0.86859200,0.86859200,0.86859300
14.962400,0.83570400,0.83629300,0.83633500,0.83634400,0.83634800,0.83634900,0.83635000,0.83635000
15.000000,0.70210400,0.70269400,0.70273600,0.70274500,0.70274900,0.70275000,0.70275100,0.70275100
15.037590,0.57189200,0.57248500,0.57252700,0.57253700,0.57254000,0.57254200,0.57254200,0.57254300
15.075190,0.48245300,0.48304800,0.48309000,0.48310000,0.48310300,0.48310500,0.48310600,0.48310600
15.112780,0.42370000,0.42429700,0.42434000,0.42434900,0.42435200,0.42435400,0.42435500,0.42435500
15.150370,0.39173100,0.39233100,0.39237300,0.39238200,0.39238600,0.39238700,0.39238800,0.39238900
15.187970,0.38409300,0.38469500,0.38473700,0.38474600,0.38474900,0.38475100,0.38475200,0.38475200
15.225560,0.39096800,0.39157200,0.39161400,0.39162300,0.39162700,0.39162800,0.39162900,0.39163000
15.263160,0.41037700,0.41098300,0.41102500,0.41103400,0.41103800,0.41103900,0.41104000,0.41104100
15.300750,0.45075300,0.45136100,0.45140300,0.45141300,0.45141600,0.45141800,0.45141800,0.45141900
15.338350,0.50180900,0.50241900,0.50246200,0.50247100,0.50247400,0.50247600,0.50247700,0.50247700
15.375940,0.53322200,0.53383400,0.53387700,0.53388600,0.53389000,0.53389100,0.53389200,0.53389200
15.413530,0.54839800,0.54901400,0.54905600,0.54906500,0.54906900,0.54907100,0.54907100,0.54907200
15.451130,0.57844000,0.57905800,0.57910000,0.57911000,0.57911300,0.57911500,0.57911600,0.57911600
15.488720,0.61880100,0.61942100,0.61946300,0.61947300,0.61947600,0.61947800,0.61947800,0.61947900
15.526320,0.64167700,0.64230000,0.64234200,0.64235200,0.64235500,0.64235700,0.64235800,0.64235800
15.563910,0.64853100,0.64915600,0.64919900,0.64920800,0.64921200,0.64921300,0.64921400,0.64921500
15.601500,0.67932900,0.67995600,0.67999900,0.68000800,0.68001100,0.68001300,0.68001300,0.68001400
15.639100,0.77001200,0.77064100,0.77068400,0.77069300,0.77069700,0.77069800,0.77069900,0.77069900
15.676690,0.89859100,0.89922200,0.89926400,0.89927400,0.89927700,0.89927900,0.89927900,0.89928000
15.714280,0.95547400,0.95610800,0.95615000,0.95615900,0.95616400,0.95616500,0.95616500,0.95616600
15.751880,0.88135000,0.88198700,0.88202900,0.88203800,0.88204200,0.88204400,0.88204400,0.88204500
15.789470,0.77851800,0.77915700,0.77920000,0.77920900,0.77921200,0.77921400,0.77921500,0.77921500
15.827070,0.71845300,0.71909500,0.71913800,0.71914700,0.71915100,0.71915200,0.71915300,0.71915400
15.864660,0.68448700,0.68513100,0.68517400,0.68518300,0.68518700,0.68518800,0.68518900,0.68519000
15.902260,0.66668000,0.66732700,0.66737000,0.66738000,0.66738300,0.66738400,0.66738600,0.66738600
15.939850,0.69389500,0.69454400,0.69458800,0.69459700,0.69460000,0.69460200,0.69460300,0.69460300
15.977440,0.78794900,0.78860100,0.78864400,0.78865400,0.78865700,0.78865800,0.78866000,0.78866000
16.015040,0.94194200,0.94259800,0.94264000,0.94265000,0.94265400,0.94265500,0.94265600,0.94265600
16.052630,1.09325200,1.09390900,1.09395200,1.09396200,1.09396600,1.09396700,1.09396700,1.09396800
16.090230,1.16144100,1.16210100,1.16214500,1.16215400,1.16215800,1.16215900,1.16215900,1.16216000
16.127820,1.13069300,1.13135600,1.13140000,1.13140800,1.13141200,1.13141400,1.13141500,1.13141500
16.165410,1.03295800,1.03362400,1.03366700,1.03367700,1.03368000,1.03368100,1.03368300,1.03368300
16.203010,0.95199900,0.95266700,0.95271100,0.95272000,0.95272400,0.95272500,0.95272600,0.95272600
16.240600,0.93573800,0.93640900,0.93645300,0.93646200,0.93646500,0.93646600,0.93646800,0.93646800
16.278190,0.96970200,0.97037700,0.97042000,0.97043000,0.97043300,0.97043400,0.97043500,0.97043700
16.315790,1.03982700,1.04050400,1.04054700,1.04055600,1.04056000,1.04056200,1.04056300,1.04056200
16.353380,1.13462800,1.13530800,1.13535100,1.13536000,1.13536400,1.13536600,1.13536600,1.13536700
16.390980,1.25371100,1.25439400,1.25443700,1.25444600,1.25445100,1.25445200,1.25445300,1.25445300
16.428570,1.46127400,1.46196000,1.46200200,1.46201200,1.46201600,1.46201800,1.46201800,1.46201900
16.466160,1.80244600,1.80313500,1.80317800,1.80318800,1.80319000,1.80319300,1.80319200,1.80319200
16.503760,2.19977500,2.20046800,2.20051100,2.20051900,2.20052300,2.20052400,2.20052500,2.20052500
16.541350,2.47679100,2.47748400,2.47752700,2.47753800,2.47754000,2.47754000,2.47754200,2.47754300
16.578950,2.61841500,2.61911200,2.61915400,2.61916300,2.61916900,2.61917000,2.61917100,2.61917000
16.616540,2.78730100,2.78800300,2.78804500,2.78805400,2.78805700,2.78806000,2.78805900,2.78805800
16.654130,2.96434100,2.96504400,2.96508800,2.96509700,2.96509900,2.96510100,2.96510400,2.96510200
16.691730,2.96945500,2.97016000,2.97020600,2.97021300,2.97021700,2.97021900,2.97022100,2.97021900
16.729320,2.78806100,2.78877000,2.78881500,2.78882300,2.78882700,2.78882800,2.78883000,2.78882900
16.766920,2.52133700,2.52205000,2.52209400,2.52210300,2.52210700,2.52210800,2.52210900,2.52210900
16.804510,2.28550200,2.28621800,2.28626200,2.28627100,2.28627500,2.28627600,2.28627700,2.28627800
16.842100,2.12458000,2.12529900,2.12534300,2.12535200,2.12535600,2.12535700,2.12535800,2.12535800
16.879700,1.99119600,1.99191800,1.99196300,1.99197100,1.99197600,1.99197700,1.99197700,1.99197800
16.917290,1.80335800,1.80408400,1.80412800,1.80413700,1.80414100,1.80414200,1.80414300,1.80414300
16.954890,1.53354400,1.53427300,1.53431700,1.53432700,1.53433000,1.53433200,1.53433300,1.53433300
16.992480,1.27485800,1.27559000,1.27563400,1.27564400,1.27564800,1.27564900,1.27565000,1.27565000
17.030080,1.11128100,1.11201700,1.11206100,1.11207100,1.11207500,1.11207600,1.11207700,1.11207700
17.067670,1.04160800,1.04234700,1.04239200,1.04240100,1.04240500,1.04240600,1.04240700,1.04240700
17.105260,1.02961800,1.03036000,1.03040500,1.03041500,1.03041800,1.03041900,1.03042000,1.03042100
17.142850,1.06278200,1.06352700,1.06357200,1.06358100,1.06358500,1.06358600,1.06358700,1.06358800
17.180450,1.15861200,1.15936200,1.15940600,1.15941500,1.15941900,1.15942100,1.15942200,1.15942200
17.218040,1.30290600,1.30365900,1.30370400,1.30371300,1.30371700,1.30371700,1.30371800,1.30371800
17.255640,1.44064100,1.44139700,1.44144200,1.44145200,1.44145400,1.44145600,1.44145700,1.44145700
17.293230,1.53755800,1.53831700,1.53836300,1.53837200,1.53837600,1.53837700,1.53837800,1.53837800
17.330830,1.55529200,1.55605600,1.55610000,1.55611000,1.55611300,1.55611500,1.55611500,1.55611600
17.368420,1.47222500,1.47299200,1.47303700,1.47304700,1.47305000,1.47305200,1.47305300,1.47305300
17.406010,1.38273200,1.38350300,1.38354700,1.38355700,1.38356100,1.38356200,1.38356200,1.38356300
17.443610,1.34560700,1.34638100,1.34642600,1.34643600,1.34643900,1.34644100,1.34644200,1.34644200
17.481200,1.32102800,1.32180600,1.32185100,1.32186100,1.32186400,1.32186600,1.32186600,1.32186700
17.518800,1.28418600,1.28496800,1.28501300,1.28502300,1.28502600,1.28502800,1.28502900,1.28502900
17.556390,1.20290800,1.20369400,1.20373800,1.20374800,1.20375100,1.20375300,1.20375400,1.20375400
17.593980,1.11485500,1.11564500,1.11569000,1.11569900,1.11570300,1.11570400,1.11570500,1.11570600
17.631580,1.09922100,1.10001500,1.10006000,1.10006900,1.10007300,1.10007400,1.10007500,1.10007500
17.669170,1.15101700,1.15181500,1.15186000,1.15186900,1.15187300,1.15187500,1.15187500,1.15187500
17.706770,1.19290600,1.19370800,1.19375300,1.19376200,1.19376600,1.19376700,1.19376800,1.19376900
17.744360,1.15609700,1.15690200,1.15694700,1.15695700,1.15696100,1.15696200,1.15696300,1.15696300
17.781950,1.06434000,1.06515000,1.06519500,1.06520400,1.06520800,1.06521000,1.06521100,1.06521100
17.819550,1.00603700,1.00685100,1.00689600,1.00690600,1.00690900,1.00691100,1.00691100,1.00691200
17.857140,0.99590100,0.99671900,0.99676400,0.99677400,0.99677700,0.99677900,0.99678000,0.99678000
17.894740,0.97287300,0.97369500,0.97374000,0.97374900,0.97375300,0.97375500,0.97375500,0.97375500
17.932330,0.89971500,0.90054100,0.90058600,0.90059600,0.90060000,0.90060100,0.90060200,0.90060200
17.969920,0.80508500,0.80591600,0.80596100,0.80597100,0.80597500,0.80597600,0.80597700,0.80597700
18.007520,0.73257700,0.73341200,0.73345800,0.73346700,0.73347100,0.73347200,0.73347300,0.73347300
18.045110,0.70429000,0.70513000,0.70517500,0.70518400,0.70518800,0.70519000,0.70519100,0.70519100
18.082710,0.71190500,0.71274900,0.71279500,0.71280400,0.71280800,0.71281000,0.71281000,0.71281100
18.120300,0.73755400,0.73840200,0.73844800,0.73845800,0.73846100,0.73846300,0.73846400,0.73846400
18.157890,0.78852000,0.78937300,0.78941900,0.78942800,0.78943200,0.78943400,0.78943500,0.78943500
18.195490,0.89178300,0.89263900,0.89268600,0.89269500,0.89269900,0.89270000,0.89270200,0.89270200
18.233080,1.05708100,1.05794300,1.05798800,1.05799800,1.05800100,1.05800400,1.05800400,1.05800500
18.270680,1.25050100,1.25136600,1.25141200,1.25142300,1.25142600,1.25142800,1.25142900,1.25142900
18.308270,1.41155100,1.41242100,1.41246800,1.41247800,1.41248100,1.41248200,1.41248400,1.41248300
18.345860,1.51808300,1.51895900,1.51900600,1.51901600,1.51901900,1.51902000,1.51902100,1.51902200
18.383460,1.60972600,1.61060600,1.61065300,1.61066200,1.61066600,1.61066800,1.61066900,1.61066900
18.421050,1.77545200,1.77633800,1.77638400,1.77639400,1.77639700,1.77639800,1.77640000,1.77640000
18.458640,2.04850500,2.04939400,2.04944200,2.04945100,2.04945400,2.04945600,2.04945700,2.04945800
18.496240,2.29117700,2.29207500,2.29211900,2.29213100,2.29213300,2.29213500,2.29213500,2.29213700
18.533830,2.29064300,2.29154500,2.29159100,2.29160000,2.29160600,2.29160600,2.29160700,2.29160700
18.571430,2.08256000,2.08346500,2.08351100,2.08352100,2.08352500,2.08352600,2.08352800,2.08352800
18.609020,1.89279000,1.89370200,1.89374800,1.89375800,1.89376200,1.89376400,1.89376300,1.89376400
18.646610,1.78630100,1.78721700,1.78726300,1.78727400,1.78727600,1.78727800,1.78727800,1.78727900
18.684210,1.66644100,1.66736200,1.66740800,1.66741800,1.66742100,1.66742300,1.66742400,1.66742400
18.721800,1.54435500,1.54528100,1.54532800,1.54533900,1.54534200,1.54534300,1.54534400,1.54534400
18.759400,1.52287800,1.52380900,1.52385600,1.52386600,1.52387000,1.52387100,1.52387200,1.52387300
18.796990,1.64998000,1.65091600,1.65096300,1.65097300,1.65097700,1.65097800,1.65097800,1.65097800
18.834590,1.91331400,1.91425600,1.91430400,1.91431300,1.91431700,1.91431700,1.91431900,1.91431800
18.872180,2.21638600,2.21733600,2.21738300,2.21739400,2.21739500,2.21739800,2.21739800,2.21740000
18.909770,2.42303600,2.42398900,2.42403700,2.42404700,2.42405000,2.42405100,2.42405100,2.42405000
18.947370,2.55783300,2.55879300,2.55884000,2.55885100,2.55885300,2.55885400,2.55885500,2.55885600
18.984960,2.79042700,2.79139200,2.79143800,2.79144600,2.79145000,2.79145400,2.79145400,2.79145200
19.022560,3.17065000,3.17162200,3.17166700,3.17167900,3.17168000,3.17168300,3.17168300,3.17168300
19.060150,3.60479700,3.60577300,3.60582100,3.60582900,3.60583300,3.60583600,3.60583600,3.60583600
19.097740,3.93032200,3.93130500,3.93135300,3.93136200,3.93136500,3.93136600,3.93136500,3.93136500
19.135340,4.02764800,4.02863900,4.02868600,4.02869500,4.02869700,4.02870000,4.02870100,4.02869800
19.172930,3.95578000,3.95677600,3.95682400,3.95683300,3.95683700,3.95683700,3.95683900,3.95683800
19.210530,3.86617800,3.86717800,3.86722400,3.86723300,3.86723900,3.86724000,3.86723900,3.86723900
19.248120,3.77242900,3.77343800,3.77348400,3.77349300,3.77349700,3.77349800,3.77349800,3.77349800
19.285710,3.67462500,3.67564000,3.67568500,3.67569500,3.67570000,3.67570200,3.67570100,3.67570000
19.323310,3.64423700,3.64525800,3.64530400,3.64531500,3.64531700,3.64532000,3.64531900,3.64532100
19.360900,3.69745100,3.69847800,3.69852500,3.69853600,3.69853900,3.69853900,3.69854000,3.69854000
19.398490,3.82324200,3.82427500,3.82432400,3.82433200,3.82433700,3.82433800,3.82433700,3.82433800
19.436090,3.93332100,3.93436100,3.93441000,3.93441900,3.93442200,3.93442400,3.93442300,3.93442300
19.473680,3.93145600,3.93250300,3.93255000,3.93256100,3.93256400,3.93256500,3.93256600,3.93256500
19.511280,3.72997800,3.73103200,3.73108000,3.73109000,3.73109300,3.73109500,3.73109500,3.73109500
19.548870,3.36512400,3.36618400,3.36623200,3.36624200,3.36624500,3.36624700,3.36624700,3.36624700
19.586470,2.96332700,2.96439500,2.96444200,2.96445200,2.96445600,2.96445600,2.96445700,2.96445800
19.624060,2.60580800,2.60688400,2.60693100,2.60694100,2.60694500,2.60694600,2.60694600,2.60694700
19.661650,2.37397200,2.37505500,2.37510200,2.37511200,2.37511600,2.37511700,2.37511800,2.37511800
19.699250,2.34613100,2.34722100,2.34726900,2.34727900,2.34728300,2.34728400,2.34728500,2.34728500
19.736840,2.52853500,2.52963200,2.52968000,2.52968900,2.52969300,2.52969500,2.52969500,2.52969600
19.774440,2.76994400,2.77104900,2.77109700,2.77110600,2.77111100,2.77111200,2.77111300,2.77111300
19.812030,2.83212900,2.83324100,2.83328800,2.83329800,2.83330200,2.83330300,2.83330400,2.83330400
19.849620,2.69255000,2.69367100,2.69371900,2.69372900,2.69373200,2.69373400,2.69373300,2.69373400
19.887220,2.52764600,2.52877500,2.52882200,2.52883200,2.52883500,2.52883600,2.52883700,2.52883700
19.924810,2.45998000,2.46111700,2.46116500,2.46117400,2.46117700,2.46117900,2.46117900,2.46118000
19.962400,2.55029200,2.55143600,2.55148500,2.55149500,2.55149800,2.55149900,2.55150100,2.55150000
20.000000,2.72820400,2.72935700,2.72940600,2.72941600,2.72942000,2.72942100,2.72942100,2.72942100
