E[1] [eV],Re(eps)_nk_4,Re(eps)_nk_6,Re(eps)_nk_8,Re(eps)_nk_10,Re(eps)_nk_12,Re(eps)_nk_14,Re(eps)_nk_16,Re(eps)_nk_18
12.518800,1.11637500,0.25446400,1.20090100,0.72601000,1.63219300,1.33953900,1.51200600,1.12461000
12.556390,1.25943300,0.41411400,1.40146500,0.60485700,1.71174300,1.52150300,1.44892400,1.11669900
12.593980,1.40638900,0.61630000,1.62563900,0.58950500,1.77062700,1.67359700,1.37469400,1.17493100
12.631580,1.55067800,0.80501600,1.80331400,0.63734200,1.74417300,1.76510100,1.31077400,1.23919500
12.669170,1.69191200,0.95591100,1.85950400,0.71264700,1.55827200,1.74638100,1.27915700,1.27820300
12.706770,1.83179700,1.08671700,1.74477600,0.81720700,1.35686100,1.62207300,1.29162700,1.30285900
12.744360,1.97268000,1.23746000,1.47587500,0.94068500,1.27519700,1.49360300,1.32142800,1.34540000
12.781950,2.11714700,1.41265400,1.19561100,1.07563500,1.20350700,1.40860300,1.30210100,1.40084600
12.819550,2.26785300,1.59597800,1.08980700,1.22697200,1.07208000,1.34485500,1.19742500,1.43004000
12.857140,2.42715300,1.76374800,1.17479800,1.38751100,0.99889100,1.25272100,1.06758400,1.42776300
12.894740,2.59599300,1.86140000,1.36194800,1.54609300,1.05334300,1.10762900,1.00208300,1.44327300
12.932330,2.77079800,1.76863300,1.56926500,1.69264000,1.15395500,1.01650700,1.02754000,1.47980200
12.969920,2.93820200,1.38220900,1.71576500,1.80917000,1.21668400,1.05671100,1.12935800,1.51477500
13.007520,3.07911400,0.91853500,1.67446900,1.90477700,1.25480100,1.17665300,1.24682800,1.52553100
13.045110,3.19745100,0.70767600,1.34274000,2.00758600,1.31869900,1.29856300,1.32116800,1.45741100
13.082710,3.34389600,0.72838400,0.92396900,2.07712100,1.40068200,1.36652100,1.35078900,1.30277800
13.120300,3.56724300,0.82814500,0.74715700,2.03861400,1.45309400,1.40191400,1.35622800,1.16717100
13.157890,3.82061200,0.91079800,0.80719000,1.87206500,1.40503600,1.45914600,1.35166000,1.10549500
13.195490,3.93815100,0.96495600,0.95225900,1.54819800,1.24383500,1.49830300,1.38028900,1.10988700
13.233080,3.56358600,1.04000300,1.06294700,1.12612600,1.08808600,1.45545500,1.43160600,1.14959200
13.270670,2.27905200,1.14891600,1.05762200,0.85192600,1.02095900,1.35806200,1.45533900,1.17753100
13.308270,0.52389500,1.27270500,0.97384500,0.82477000,1.03555800,1.28820400,1.46287400,1.18233800
13.345860,-0.53805500,1.39888500,0.94767300,0.93874300,1.12378900,1.27624100,1.48126900,1.17668000
13.383460,-0.75132400,1.52372900,0.99159700,1.08735900,1.25212500,1.25117000,1.48664300,1.18067900
13.421050,-0.56368400,1.64658700,1.03285900,1.19978500,1.36485000,1.16041300,1.44080900,1.21030100
13.458640,-0.26013100,1.76625200,1.04852100,1.21444300,1.41987300,1.03884100,1.34550200,1.24442000
13.496240,0.05340100,1.88120000,1.09061500,1.09270100,1.43509100,0.95363200,1.23991900,1.26833200
13.533830,0.34553300,1.99643600,1.17406700,0.91866500,1.46872300,0.96388500,1.16315400,1.28065600
13.571430,0.61027300,2.11856400,1.28480600,0.85755800,1.52006900,1.05001800,1.15026900,1.29238500
13.609020,0.85420700,2.23752800,1.41762600,0.92265300,1.53847300,1.16756200,1.16936200,1.33412200
13.646620,1.08032000,2.33988800,1.56304000,1.03631600,1.51358400,1.28572000,1.19148400,1.40544300
13.684210,1.25886300,2.44962100,1.70778200,1.13378600,1.51220100,1.37723400,1.23286100,1.46712200
13.721800,1.29704100,2.60169200,1.82835800,1.18769300,1.54513300,1.42876600,1.28648700,1.49050100
13.759400,1.03748400,2.77247500,1.87659800,1.23340900,1.57218800,1.43957500,1.30808600,1.48787000
13.796990,0.49911100,2.87182800,1.79953500,1.31791200,1.59306700,1.41132100,1.27959400,1.48138900
13.834590,0.08011800,2.70636400,1.60410000,1.43258100,1.57187600,1.38266100,1.23485700,1.46172300
13.872180,-0.02143600,2.03566000,1.33435100,1.54219700,1.41734400,1.39904500,1.20049400,1.39390600
13.909770,0.06108800,1.02396100,1.08992100,1.59900500,1.16703400,1.45492100,1.20342200,1.28742700
13.947370,0.20126500,0.30204100,0.98250300,1.54987600,1.01568200,1.51656600,1.24676000,1.21118400
13.984960,0.34660600,0.09410600,0.96474300,1.41668400,1.00611400,1.53955700,1.29249400,1.18330200
14.022560,0.48124600,0.17763000,0.97245000,1.31345300,1.03463300,1.50157000,1.31599300,1.19079600
14.060150,0.60220500,0.35684100,1.01679100,1.31121300,1.02620600,1.43340000,1.34630800,1.22761200
14.097740,0.71045200,0.55039500,1.10684300,1.38970600,1.00642600,1.38766100,1.40713000,1.28072500
14.135340,0.80786500,0.73382300,1.21811900,1.49051300,1.03439700,1.38083100,1.48512000,1.32431600
14.172930,0.89632500,0.90286800,1.32714900,1.55633800,1.10395800,1.39546000,1.55470700,1.33292600
14.210530,0.97747300,1.05935900,1.42088300,1.54110200,1.19653200,1.39517500,1.58429800,1.32192900
14.248120,1.05267000,1.20589900,1.50454400,1.46650800,1.30017900,1.37497100,1.54575700,1.33166800
14.285710,1.12303900,1.34259600,1.59806600,1.39360800,1.40207900,1.38165000,1.47464300,1.37250800
14.323310,1.18952500,1.46137000,1.70635200,1.35266300,1.49679600,1.42423800,1.45351500,1.43977800
14.360900,1.25291600,1.53320800,1.82117100,1.37499600,1.58112300,1.45079800,1.47622200,1.51555100
14.398490,1.31391300,1.49770300,1.92843400,1.44465800,1.64753800,1.41453800,1.48064300,1.57044200
14.436090,1.37313500,1.32903500,1.99502600,1.52655100,1.69002100,1.33907100,1.45387300,1.57866800
14.473680,1.43116400,1.15485400,1.94905900,1.60410900,1.70406600,1.27890200,1.42554300,1.55455600
14.511280,1.48857100,1.09516100,1.72437600,1.65825900,1.67075800,1.27176700,1.40536600,1.53537500
14.548870,1.54593100,1.13038600,1.43574900,1.64504500,1.58559100,1.32255500,1.40409300,1.54319300
14.586460,1.60385100,1.21191500,1.29728700,1.56577700,1.49257400,1.40408200,1.43749300,1.56897100
14.624060,1.66298700,1.31139900,1.31563900,1.52202100,1.44121400,1.48787800,1.49183400,1.58716800
14.661650,1.72401700,1.41278600,1.39925100,1.55560600,1.45657700,1.55531300,1.54180300,1.57599000
14.699250,1.78754500,1.50418700,1.49754300,1.61218000,1.52208400,1.59224900,1.57031900,1.53888600
14.736840,1.85369200,1.56778400,1.60206100,1.63072800,1.60140700,1.61106500,1.57728600,1.50726400
14.774440,1.92086000,1.57941100,1.70733600,1.60237400,1.66763900,1.64434400,1.57795800,1.51130200
14.812030,1.98210900,1.53578500,1.79399600,1.57798700,1.72021900,1.69476300,1.59623700,1.54587700
14.849620,2.01633400,1.46794600,1.83617800,1.55914500,1.77419300,1.74415200,1.63141200,1.59417200
14.887220,1.97990300,1.43443200,1.81576600,1.51906600,1.82688200,1.77417300,1.66746000,1.64638600
14.924810,1.85140700,1.46231800,1.71174800,1.50274600,1.85867200,1.78163200,1.69187100,1.69327400
14.962400,1.72581900,1.52589700,1.56179400,1.54318100,1.85439300,1.78181600,1.70948100,1.72102600
15.000000,1.69510800,1.59994800,1.48788300,1.61362300,1.83582000,1.79254700,1.74499200,1.73233800
15.037590,1.73579100,1.67316600,1.51043900,1.68322700,1.82311200,1.81007500,1.79736400,1.75604600
15.075190,1.80490600,1.74384700,1.57510000,1.73863000,1.79148900,1.81505900,1.85278300,1.80773600
15.112780,1.88221100,1.81565500,1.65457500,1.78159500,1.74374900,1.81262100,1.90671600,1.87188300
15.150370,1.96138400,1.89018100,1.74173000,1.82903000,1.73107000,1.82844400,1.94636200,1.92764000
15.187970,2.04142500,1.96640700,1.82617600,1.89299300,1.77389500,1.87143400,1.96380800,1.97037300
15.225560,2.12309400,2.04188300,1.90309500,1.96946600,1.85002700,1.93761300,1.97615000,2.00694300
15.263160,2.20764500,2.10947800,1.97792700,2.05244500,1.93300000,2.01856700,1.99688000,2.04300300
15.300750,2.29614000,2.15084100,2.04402000,2.13480600,2.00721200,2.10196300,2.03581200,2.08156700
15.338350,2.38832300,2.14077800,2.08206000,2.21251400,2.06968900,2.17866200,2.09018700,2.12433700
15.375940,2.47956300,2.09430700,2.09910700,2.28912000,2.12618800,2.24363900,2.14911000,2.16993700
15.413530,2.55244700,2.08097800,2.12929300,2.36645500,2.18228900,2.28721000,2.20706000,2.21824800
15.451130,2.56021500,2.12731700,2.16964600,2.43181000,2.22841500,2.30004700,2.24801800,2.26739800
15.488720,2.43386100,2.20824700,2.19259700,2.46498900,2.25367700,2.28720200,2.26394600,2.30603000
15.526320,2.21071900,2.29877700,2.20345200,2.45790600,2.26620100,2.27158500,2.27488800,2.31824400
15.563910,2.07604600,2.37713200,2.23492200,2.39497700,2.27845000,2.28155400,2.29287600,2.30681500
15.601500,2.08649700,2.40938700,2.29807200,2.30429000,2.28767300,2.30948000,2.31880200,2.28652800
15.639100,2.17586300,2.36464900,2.35242700,2.26834100,2.28780900,2.31660100,2.35234900,2.27716700
15.676690,2.29437900,2.29689000,2.32553300,2.30159000,2.29841100,2.28733800,2.37349000,2.28000300
15.714280,2.42350500,2.30186500,2.19982500,2.35026900,2.33254600,2.25493200,2.37261300,2.28533100
15.751880,2.55910000,2.38100100,2.10109500,2.34985500,2.36982200,2.24563200,2.37268400,2.28931600
15.789470,2.70232600,2.49717400,2.10879200,2.30002300,2.39475400,2.25150200,2.38131000,2.28417300
15.827070,2.85624000,2.62891100,2.17005300,2.27956200,2.40336700,2.27026800,2.37914300,2.28433800
15.864660,3.02449400,2.76517000,2.24280200,2.29093400,2.39747800,2.29195400,2.34991200,2.31711900
15.902260,3.21018000,2.89019100,2.34064100,2.25627300,2.40155800,2.29860500,2.28973400,2.37067700
15.939850,3.41280500,2.96949000,2.46411500,2.17579700,2.42675000,2.28027000,2.24068200,2.41102000
15.977440,3.61944600,2.96871900,2.58020100,2.15480500,2.45503200,2.27004500,2.25068800,2.42303800
16.015040,3.77909700,2.94103700,2.63631300,2.21404100,2.47370600,2.31318100,2.30557300,2.41661300
16.052630,3.74385800,2.97402000,2.59036900,2.30077300,2.50901800,2.39768700,2.34855900,2.41309900
16.090230,3.23433200,3.01966600,2.47965900,2.36871700,2.54220900,2.48316500,2.35452400,2.41748300
16.127820,2.19432300,2.95890800,2.38018000,2.40783800,2.49764100,2.55258000,2.36443400,2.42847600
16.165410,1.28374200,2.77742800,2.36045600,2.45127600,2.36563200,2.59946800,2.40952400,2.44552400
16.203010,0.96497200,2.65748800,2.43967000,2.48819900,2.27103900,2.62064700,2.47492300,2.45322500
16.240600,1.03704500,2.72037200,2.56320100,2.46623600,2.31303900,2.63622700,2.54685000,2.45618600
16.278190,1.25301100,2.88324800,2.68931200,2.42314100,2.45254700,2.65589300,2.62860200,2.49986900
16.315790,1.50423900,2.99119000,2.81198100,2.45234600,2.61731600,2.67911400,2.72268100,2.60264200
16.353380,1.75743800,2.86097900,2.92719200,2.56787200,2.75230200,2.70022300,2.81572200,2.72781100
16.390980,2.00684000,2.45515300,3.06320600,2.72821300,2.82314600,2.74338000,2.89895300,2.83685200
16.428570,2.25472800,2.11416700,3.22251100,2.90132500,2.84768000,2.84325100,2.98067600,2.91642900
16.466160,2.50281800,2.07078600,3.31342700,3.04146200,2.84475000,2.93543800,3.01365000,2.94250700
16.503760,2.74320400,2.19934900,3.21624700,3.06924000,2.78820100,2.91026700,2.92250200,2.88597800
16.541350,2.93906100,2.32624600,2.95751500,2.95181900,2.63217400,2.72317700,2.70724700,2.75200000
16.578950,2.99549300,2.31894200,2.71994500,2.73240700,2.40329400,2.42945900,2.44640300,2.56390600
16.616540,2.80216400,2.07080800,2.51553500,2.46614900,2.18145100,2.10323500,2.19495300,2.31887000
16.654130,2.42002000,1.71853000,2.18217800,2.21721600,1.99784300,1.82627500,1.93800000,2.01971200
16.691730,1.96845300,1.48676000,1.74819100,2.02822300,1.85336200,1.63770400,1.69248700,1.75347000
16.729320,1.45578500,1.31763100,1.38031000,1.88764200,1.74025000,1.53292700,1.52173500,1.57558500
16.766920,0.93719800,1.13852900,1.16174900,1.72242200,1.66269700,1.48557400,1.43339800,1.46426800
16.804510,0.62906000,0.94026100,1.07604900,1.48136400,1.61195400,1.49195800,1.38212300,1.39077200
16.842100,0.63026100,0.69981600,1.02911200,1.22905200,1.53431800,1.52906600,1.37360300,1.34080800
16.879700,0.80508700,0.56612000,0.95164900,1.08548400,1.42875600,1.51490200,1.41186200,1.32209800
16.917290,1.03446600,0.60491000,0.85069000,1.09096200,1.35080100,1.44258500,1.44329500,1.34335600
16.954890,1.27078100,0.74068700,0.82139800,1.15734200,1.30967600,1.38942300,1.42425900,1.37315600
16.992480,1.50200800,0.92255000,0.92661800,1.18430400,1.30226600,1.36751400,1.36311400,1.37088100
17.030080,1.72861500,1.12337100,1.11058500,1.20137900,1.30885500,1.33934500,1.30598300,1.32601600
17.067670,1.95438100,1.32595100,1.30049400,1.28871700,1.27956000,1.29558700,1.28151600,1.29096200
17.105260,2.18183600,1.52463400,1.46935800,1.39954700,1.25092400,1.25587200,1.28601700,1.30352600
17.142850,2.40594200,1.71903500,1.62661000,1.43788200,1.26176700,1.23700100,1.29830400,1.33032600
17.180450,2.59833100,1.90726200,1.75760700,1.39343200,1.27334400,1.26182600,1.31859200,1.33918400
17.218040,2.66961000,2.07700400,1.81681800,1.36682200,1.29335700,1.32431400,1.35391900,1.35236200
17.255640,2.43397900,2.19363400,1.78965000,1.39481500,1.34320300,1.39745900,1.39421800,1.38376600
17.293230,1.78855500,2.21728400,1.69790800,1.42116500,1.39503300,1.43934900,1.41216600,1.39326400
17.330830,1.11113600,2.18423800,1.56031300,1.42079900,1.43030200,1.42110000,1.39169800,1.35524100
17.368420,0.83085500,2.13640600,1.46179500,1.43651800,1.44875600,1.36428700,1.35290400,1.30937000
17.406010,0.88170700,1.97642200,1.45681800,1.44062600,1.40965100,1.31918500,1.32711200,1.31108400
17.443610,1.06947100,1.68973600,1.47266400,1.39127200,1.33113400,1.32349300,1.34520300,1.36474700
17.481200,1.29513400,1.48592400,1.46775100,1.33304800,1.29049600,1.38381200,1.40691000,1.44925700
17.518800,1.52600000,1.48737200,1.44647100,1.30639400,1.32081500,1.48453400,1.48626000,1.54125700
17.556390,1.75464000,1.62475400,1.43514800,1.30186500,1.42510500,1.59877300,1.56836300,1.62083200
17.593980,1.97968900,1.79700300,1.49548900,1.33057800,1.57469700,1.68626900,1.65359500,1.67890700
17.631580,2.19421100,1.94066400,1.59425500,1.42293300,1.73500500,1.73091800,1.74187000,1.71604200
17.669170,2.37029500,2.05295700,1.64573300,1.56595500,1.88364400,1.77696800,1.81035900,1.75223300
17.706770,2.44447400,2.16743900,1.61622500,1.72985900,1.99792000,1.84942600,1.84755600,1.79976700
17.744360,2.37240000,2.24732100,1.55837200,1.89422300,2.05633400,1.92700400,1.86908500,1.85021400
17.781950,2.22954800,2.22107000,1.56163700,2.03916900,2.08244100,1.98901500,1.89612200,1.89796600
17.819550,2.02971900,2.07977100,1.62480100,2.14116700,2.10770900,2.01928100,1.94006200,1.95790000
17.857140,1.66765700,1.87699600,1.67339700,2.18600000,2.12872200,2.00731000,1.99012100,2.03838700
17.894740,1.26976100,1.69054300,1.68102400,2.18983000,2.12289000,1.98031800,2.04357800,2.12068900
17.932330,0.98609200,1.60524900,1.69615500,2.19379800,2.08598000,1.99151600,2.11280700,2.18901400
17.969920,0.80211000,1.60632800,1.76432700,2.21792300,2.06952500,2.04389300,2.20401400,2.24473700
18.007520,0.77757400,1.61215000,1.88511800,2.27595500,2.10047400,2.11913500,2.30362700,2.27118100
18.045110,0.89480800,1.52177800,2.03050300,2.38376100,2.14347900,2.20721700,2.35629300,2.23061000
18.082710,1.07074800,1.35889900,2.17431200,2.50163600,2.18473000,2.27793700,2.30688300,2.15415800
18.120300,1.25674000,1.30689900,2.31741500,2.54522200,2.22649600,2.28928600,2.21418500,2.12397100
18.157890,1.43652600,1.40686800,2.47525000,2.49623200,2.23660100,2.24640300,2.18459200,2.13971900
18.195490,1.60728300,1.58219900,2.63879400,2.46020700,2.17213200,2.22786500,2.20077300,2.16341300
18.233080,1.77048300,1.78097800,2.76881600,2.48223100,2.05044700,2.26575100,2.20865800,2.18195500
18.270680,1.92878100,1.98529400,2.82441400,2.46556200,1.98906700,2.32635500,2.19852900,2.20773600
18.308270,2.08498000,2.19192800,2.81511100,2.31278800,2.02063100,2.37733800,2.19318900,2.25411700
18.345860,2.24183900,2.40183500,2.79771900,2.07880900,2.09247600,2.40598500,2.19999500,2.31245000
18.383460,2.40211100,2.61428700,2.82629000,1.91414100,2.19600700,2.41376200,2.22322600,2.35939500
18.421050,2.56860600,2.81896200,2.88627200,1.86518800,2.33997700,2.40285100,2.27195400,2.39592100
18.458640,2.74438100,2.98094300,2.85350400,1.89426500,2.49237500,2.38226500,2.31660200,2.43847300
18.496240,2.93285200,3.03315100,2.61062700,1.99087600,2.59386800,2.36274600,2.35134300,2.47831400
18.533830,3.13795900,2.94349100,2.26456100,2.13635500,2.64554900,2.36361300,2.40249200,2.48137300
18.571430,3.36430200,2.80446700,2.07459900,2.28179700,2.70007200,2.36540500,2.48157100,2.46080300
18.609020,3.61697500,2.73236500,2.07918800,2.42130800,2.75526500,2.37422200,2.56670300,2.47751700
18.646610,3.90076300,2.79264100,2.12857800,2.56853800,2.78046900,2.42140200,2.64605400,2.53840000
18.684210,4.21714800,2.99524400,2.19008700,2.69798100,2.77055000,2.51789600,2.72312500,2.62062600
18.721800,4.55464400,3.25214700,2.35564200,2.80982400,2.76795500,2.65355700,2.80474400,2.70852900
18.759400,4.86140200,3.42456900,2.61889000,2.95596700,2.81715600,2.78713400,2.89652800,2.78588700
18.796990,4.98545600,3.36951700,2.89819200,3.13843100,2.89779000,2.90044900,3.00738100,2.86866000
18.834590,4.65197900,3.08722000,3.09746900,3.27217300,2.97009100,3.02418800,3.12834300,2.97238700
18.872180,3.76826000,2.69656100,3.14248200,3.28401300,3.02173700,3.14413200,3.19195800,3.06757900
18.909770,2.71753000,2.32133200,3.09400900,3.18603300,3.04962100,3.19545000,3.13847500,3.10561400
18.947370,1.97713400,2.07689900,3.11573100,3.06525800,3.03070700,3.14927900,2.99854300,3.07151500
18.984960,1.70683700,1.86848600,3.21220400,2.94054300,2.90261800,2.99598600,2.83664800,2.95426300
19.022560,1.52917100,1.60276500,3.22999400,2.75707600,2.66154100,2.75048100,2.66241700,2.75070100
19.060150,1.09620300,1.47605500,3.05321200,2.50204300,2.40602500,2.49081900,2.44298400,2.50927300
19.097740,0.70892300,1.59150600,2.67010500,2.17914900,2.22606400,2.25466100,2.19465300,2.29702500
19.135340,0.72776500,1.77941300,2.22105300,1.88095300,2.08990100,2.03535400,1.98425600,2.12198800
19.172930,0.98539600,1.88709700,1.88108900,1.75362900,1.92980000,1.85463700,1.84108900,1.95284900
19.210530,1.19135400,1.93566700,1.66005500,1.74158200,1.74699200,1.74087700,1.73968800,1.78090200
19.248120,1.25315600,1.91699700,1.48429200,1.70635000,1.56964600,1.66543000,1.62462900,1.60757900
19.285710,1.34519100,1.82762500,1.38711800,1.58213700,1.43529400,1.56997900,1.47814900,1.45341100
19.323310,1.47613200,1.70290200,1.34583700,1.37913900,1.32297700,1.43580900,1.32968200,1.31733500
19.360900,1.31787100,1.47440300,1.29900600,1.20088200,1.15730600,1.22641800,1.18948400,1.16653000
19.398490,0.58111900,1.25561900,1.17208800,1.10114700,0.93540800,0.98334000,1.05367900,1.00702400
19.436090,-0.31587800,1.25679200,0.91231700,0.94811000,0.73472600,0.84738800,0.92744400,0.89956900
19.473680,-0.68718900,1.40823000,0.54384900,0.68863400,0.65135000,0.82869200,0.79543700,0.81337900
19.511280,-0.56140900,1.49861800,0.15897100,0.47465600,0.68179300,0.83568500,0.67294000,0.70230700
19.548870,-0.22383000,1.46988400,-0.08277600,0.43201400,0.71622500,0.79478800,0.58276200,0.60855900
19.586470,0.17103700,1.47986500,-0.13823300,0.53429100,0.71287000,0.67989000,0.51663900,0.56643600
19.624060,0.57090500,1.50447200,-0.02277900,0.67695500,0.68679900,0.50900400,0.48709000,0.55733000
19.661650,0.96079700,1.32208100,0.23298400,0.82221500,0.64853300,0.36561600,0.52772100,0.54730300
19.699250,1.32689700,0.84618200,0.54172500,0.94022400,0.57711600,0.31520100,0.59881300,0.53535100
19.736840,1.62317400,0.31448700,0.74547300,0.97134400,0.46639500,0.34988700,0.62816400,0.51861600
19.774440,1.72294200,-0.02551300,0.70253700,0.88009500,0.39033900,0.40000700,0.61954600,0.48081500
19.812030,1.43860500,-0.23992700,0.48600800,0.67508300,0.38906500,0.42781600,0.59946500,0.41961300
19.849620,0.85055800,-0.36512000,0.34408200,0.48593400,0.43328500,0.45431400,0.57765700,0.36893700
19.887220,0.43322500,-0.36590000,0.36926400,0.41769900,0.48323700,0.46702000,0.54710600,0.36865200
19.924810,0.41816700,-0.30971700,0.50207600,0.41062200,0.47498500,0.45166800,0.47608100,0.40957600
19.962400,0.67048900,-0.15301700,0.62787500,0.39582600,0.39690800,0.44686300,0.37281500,0.46261300
20.000000,1.03374000,0.14192700,0.59329000,0.34468600,0.30066200,0.48280600,0.30725500,0.48997300
